nid,title,ramo
2701,ELETROPAG COMERCIAL ELETRICA LTDA,Ferragens e ferramentas
2701,ELETROPAG COMERCIAL ELETRICA LTDA,Material elétrico
2701,ELETROPAG COMERCIAL ELETRICA LTDA,Material hidráulico
2702,COSTA  &  RAMOS  COM. IMP. EXP. DE LIVROS LTDA,Jornais e revistas
2702,COSTA  &  RAMOS  COM. IMP. EXP. DE LIVROS LTDA,Livros
2703,italia office ind.com.de moveis ltda,Mobiliário
2704,LIVRARIA CANUTO LTDA,Livros
2705,Publint Publicações Nacionais e Internacionais Ltda,Livros
2706,VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA,Audiovisual
2706,VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA,Copa e cozinha
2706,VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA,Eletrodomésticos
2706,VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA,Informática (acessórios e equipamentos)
2706,VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA,Refrigeração
2706,VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA,Telecomunicações
2707,LIVRARIA I.R. LTDA. - EPP,Jornais e revistas
2707,LIVRARIA I.R. LTDA. - EPP,Livros
2708,COMACOL COMERCIO DE MATERIAIS DE CONSTRUÇÃO LTDA,Material para construção
2709,CGP COMERCIAL,Ferragens e ferramentas
2709,CGP COMERCIAL,Madeiras
2709,CGP COMERCIAL,Material elétrico
2709,CGP COMERCIAL,Material hidráulico
2709,CGP COMERCIAL,Material para construção
2709,CGP COMERCIAL,Material para pintura
2710,FABRIPEL COMERCIO E INDUSTRIA DE PAPÉIS LTDA,Papéis e cartões
2711,ASSISMAQ COMERCIO E ASSISTENCIA TECNICA DE MAQUINAS LTDA,Material e equipamento gráfico
2711,ASSISMAQ COMERCIO E ASSISTENCIA TECNICA DE MAQUINAS LTDA,Serviço gráfico (afiação de faca gráfica)
2711,ASSISMAQ COMERCIO E ASSISTENCIA TECNICA DE MAQUINAS LTDA,Serviço gráfico (manutenção de máquinas e equipamentos)
2712,Sonia Regina de Siqueira Trevisan ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2712,Sonia Regina de Siqueira Trevisan ME,Copa e cozinha
2713,JULIANA MOREIRA DA SILVA IVASE CAMPINAS-ME,Refrigeração
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Audiovisual
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,"Combustíveis, gases e lubrificantes"
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Copa e cozinha
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Eletrodomésticos
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Material de escritório e desenho (papelaria)
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Ferragens e ferramentas
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Gêneros alimentícios
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Informática (acessórios e equipamentos)
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Informática (softwares)
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Informática (suprimentos)
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Limpeza e higiene
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Material elétrico
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Material hidráulico
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Material para construção
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Material para pintura
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Material e equipamento gráfico
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Médico-hospitalar
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Mobiliário
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Papéis e cartões
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Tapeçaria e decoração
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Uniformes
2714,ANTONIO VICENTE DE OLIVEIRA JUNIOR ME - NSA COMERCIAL,Vidraçaria
2715,LUBRIFICANTES MOEMA PRODUTOS AUTOMOTIVOS E INDUSTRIAIS LTDA,"Combustíveis, gases e lubrificantes"
2716,CENTRAL DISTRIBUIDORA DE PAPÉIS LTDA,Papéis e cartões
2717,SENA PEÇAS PARA MÁQUINAS GRÁFICAS LTDA.,Impressão gráfica
2718,Moveis D Milar Indsutria e Comercio Ltda,Copa e cozinha
2718,Moveis D Milar Indsutria e Comercio Ltda,Mobiliário
2719,C.M.P SERVIÇOS LTDA - ME,Serviço de diagramação
2719,C.M.P SERVIÇOS LTDA - ME,Serviço de revisão de textos acadêmicos
2719,C.M.P SERVIÇOS LTDA - ME,Tradução de textos
2719,C.M.P SERVIÇOS LTDA - ME,Tradução simultânea
2723,Semeflex Comércio e Manutenção de Móveis para Escritório Ltda,Tapeçaria e decoração
2724,JOSÉ APARECIDO DE OLIVEIRA VIDROS - ME,Serviço de serralheria
2724,JOSÉ APARECIDO DE OLIVEIRA VIDROS - ME,Vidraçaria
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Audiovisual
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Chaveiro
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Eletrodomésticos
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Ferragens e ferramentas
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Jornais e revistas
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Livros
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Madeiras
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Material de escritório e desenho (papelaria)
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Material e equipamento de laboratório
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Material elétrico
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Material hidráulico
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Material para construção
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Material para pintura
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Uniformes
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Veículos (peças e acessórios)
2725,A&J EMPREENDIMENTOS COMERCIAIS LTDA EPP,Vidraçaria
2726,Treze Comercial Ltda - Me,Copa e cozinha
2726,Treze Comercial Ltda - Me,Gêneros alimentícios
2726,Treze Comercial Ltda - Me,Limpeza e higiene
2726,Treze Comercial Ltda - Me,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2727,Dieva Pastas Para Eventos Ltda ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
2728,L C RIBEIRO MATERIAIS GRAFICOS,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2728,L C RIBEIRO MATERIAIS GRAFICOS,Material e equipamento gráfico
2728,L C RIBEIRO MATERIAIS GRAFICOS,Papéis e cartões
2728,L C RIBEIRO MATERIAIS GRAFICOS,Produtos químicos
2728,L C RIBEIRO MATERIAIS GRAFICOS,Serviço gráfico (afiação de faca gráfica)
2729,MAXPEL INFORMÁTICA E PAPELARIA LTDA.,Informática (acessórios e equipamentos)
2729,MAXPEL INFORMÁTICA E PAPELARIA LTDA.,Informática (suprimentos)
2729,MAXPEL INFORMÁTICA E PAPELARIA LTDA.,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2729,MAXPEL INFORMÁTICA E PAPELARIA LTDA.,"Material para eventos (sacola, caneta, chaveiro e outros)"
2729,MAXPEL INFORMÁTICA E PAPELARIA LTDA.,Papéis e cartões
2730,RODIMAG EQUIPAMENTOS INDUSTRIAIS LTDA,Serviço de serralheria
2731,KDL Tecnologia em Iluminação Ltda. (EPP),Ferragens e ferramentas
2731,KDL Tecnologia em Iluminação Ltda. (EPP),Material elétrico
2732,Micromax Comercio e Serviços em Informatica Ltda - EPP,Informática (acessórios e equipamentos)
2732,Micromax Comercio e Serviços em Informatica Ltda - EPP,Informática (softwares)
2732,Micromax Comercio e Serviços em Informatica Ltda - EPP,Informática (suprimentos)
2733,INDÚSTRIA E COMÉRCIO MÓVEIS KUTZ LTDA.,Madeiras
2733,INDÚSTRIA E COMÉRCIO MÓVEIS KUTZ LTDA.,Mobiliário
2734,Miori Comércio de Pneus e Acessórios Ltda,Veículos (peças e acessórios)
2735,SHALON MADEIRAS LTDA,Madeiras
2735,SHALON MADEIRAS LTDA,Material para construção
2736,IGM MATERIAIS ELETRICOS LTDA - EPP,Ferragens e ferramentas
2736,IGM MATERIAIS ELETRICOS LTDA - EPP,Material elétrico
2736,IGM MATERIAIS ELETRICOS LTDA - EPP,Material hidráulico
2737,Four Confecção de Uniformes LTDA,Uniformes
2738,Alesco Industria e Comercio Ltda,Médico-hospitalar
2739,MARIA GORETI TAVARES DE SOUZA ME,Carimbos
2739,MARIA GORETI TAVARES DE SOUZA ME,Chaveiro
2739,MARIA GORETI TAVARES DE SOUZA ME,Digitalização de textos
2740,Art Printer Gráficos Ltda,Impressão gráfica
3643,EXTINTORES EXTINFRAN LTDA,Segurança e proteção
2742,DISÁGUA DISTRIBUIDORA LTDA,Gêneros alimentícios
2743,OMEGA LIMP COMERCIO E SERVIÇOS LTDA,Copa e cozinha
2743,OMEGA LIMP COMERCIO E SERVIÇOS LTDA,Limpeza e higiene
2744,L.L.COMÉRCIO DE FERRAMENTAS LTDA,Ferragens e ferramentas
2745,PATRICIA RAIA MOVEIS - EPP,Mobiliário
2746,ABACOR INDÚSTRIA E COMÉRCIO LTDA.,"Material para eventos (sacola, caneta, chaveiro e outros)"
2747,OMEGATI COMÉRCIO DE INFORMÁTICA LTDA,Audiovisual
2747,OMEGATI COMÉRCIO DE INFORMÁTICA LTDA,Material de escritório e desenho (papelaria)
2747,OMEGATI COMÉRCIO DE INFORMÁTICA LTDA,Informática (acessórios e equipamentos)
2747,OMEGATI COMÉRCIO DE INFORMÁTICA LTDA,Informática (softwares)
2747,OMEGATI COMÉRCIO DE INFORMÁTICA LTDA,Informática (suprimentos)
2747,OMEGATI COMÉRCIO DE INFORMÁTICA LTDA,Serviço gráfico (manutenção de máquinas e equipamentos)
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Digitalização de textos
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Impressão gráfica
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Jornais e revistas
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Livros
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Material e equipamento gráfico
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Papéis e cartões
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Serviço gráfico (afiação de faca gráfica)
2748,INDUSTRIA GRAFICA BRASILEIRA LTDA,Serviço gráfico (manutenção de máquinas e equipamentos)
2749,Livraria  Atlas Ribeirão Ltda,Livros
2750,Ivandir Policeno ME,Material e equipamento gráfico
2750,Ivandir Policeno ME,Médico-hospitalar
2751,SANTO ANDRE LUBRIFICANTES COMERCIO IMPORTACAO E EXPORTACAO LTDA,"Combustíveis, gases e lubrificantes"
2752,Pigma Gráfica e Editora Ltda,Impressão gráfica
2753,TOPP TABLE COMERCIO DE UTENSILIOS PARA RESTAURANTE LTDA,Copa e cozinha
2754,ECO MAIS COMERCIAL DE MADEIRAS LTDA,Madeiras
2755,FONTE ROCHA BRANCA LTDA,Copa e cozinha
2755,FONTE ROCHA BRANCA LTDA,Gêneros alimentícios
2756,J BRILHANTE COMERCIAL LTDA EPP,Copa e cozinha
2756,J BRILHANTE COMERCIAL LTDA EPP,Gêneros alimentícios
2756,J BRILHANTE COMERCIAL LTDA EPP,Limpeza e higiene
2756,J BRILHANTE COMERCIAL LTDA EPP,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2756,J BRILHANTE COMERCIAL LTDA EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
2757,Vidraçaria Alto da Lapa Ltda EPP,Vidraçaria
2758,Mundial Gráfica LTDA,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2758,Mundial Gráfica LTDA,Impressão gráfica
2759,ECO - COMUNICAÇÕES ELETRÔNICAS LTDA ME,Informática (acessórios e equipamentos)
2759,ECO - COMUNICAÇÕES ELETRÔNICAS LTDA ME,Informática (softwares)
2759,ECO - COMUNICAÇÕES ELETRÔNICAS LTDA ME,Informática (suprimentos)
2759,ECO - COMUNICAÇÕES ELETRÔNICAS LTDA ME,Material elétrico
2759,ECO - COMUNICAÇÕES ELETRÔNICAS LTDA ME,Serviço de áudio e vídeo
2759,ECO - COMUNICAÇÕES ELETRÔNICAS LTDA ME,Telecomunicações
2760,CORTE RAPIDO COMERCIO DE MADEIRAS LTDA-EPP,Madeiras
2760,CORTE RAPIDO COMERCIO DE MADEIRAS LTDA-EPP,Material para construção
2760,CORTE RAPIDO COMERCIO DE MADEIRAS LTDA-EPP,Produtos químicos
2761,COMAVE COMERCIO DE MADEIRAS VELASQUES LTDA EPP,Material para construção
2762,Affinidade Moveis para Escritorio e Informatica LTDA ME,Mobiliário
2763,Adescryn Gráfica Editora Ltda.,Impressão gráfica
2763,Adescryn Gráfica Editora Ltda.,"Material para eventos (sacola, caneta, chaveiro e outros)"
2764,BRASOFTWARE INFORMATICA LTDA,Cursos e treinamentos
2764,BRASOFTWARE INFORMATICA LTDA,Material e equipamento de laboratório
2764,BRASOFTWARE INFORMATICA LTDA,Informática (softwares)
2765,Thamys Produtos Especiais LTDA EPP,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2765,Thamys Produtos Especiais LTDA EPP,Encadernação de livros/revistas
2765,Thamys Produtos Especiais LTDA EPP,Material e equipamento gráfico
2766,FATOR 969 COMERCIAL LTDA ME,Informática (suprimentos)
2767,Araxa Comercio e Serviços Ltda - Epp,Madeiras
2767,Araxa Comercio e Serviços Ltda - Epp,Material elétrico
2767,Araxa Comercio e Serviços Ltda - Epp,Material hidráulico
2767,Araxa Comercio e Serviços Ltda - Epp,Material para construção
2767,Araxa Comercio e Serviços Ltda - Epp,Material para pintura
3858,Rita de Cássia Forneiro Jardim-Me,Audiovisual
3858,Rita de Cássia Forneiro Jardim-Me,Organização de eventos e buffet
3858,Rita de Cássia Forneiro Jardim-Me,Serviço de áudio e vídeo
3858,Rita de Cássia Forneiro Jardim-Me,Tradução de textos
3858,Rita de Cássia Forneiro Jardim-Me,Tradução simultânea
2769,PERSAID COMERCIAL E DISTRIBUIDORA LTDA.,Ferragens e ferramentas
2769,PERSAID COMERCIAL E DISTRIBUIDORA LTDA.,Informática (acessórios e equipamentos)
2769,PERSAID COMERCIAL E DISTRIBUIDORA LTDA.,Informática (suprimentos)
2769,PERSAID COMERCIAL E DISTRIBUIDORA LTDA.,Mobiliário
2769,PERSAID COMERCIAL E DISTRIBUIDORA LTDA.,Obras e serviços na construção civil
2769,PERSAID COMERCIAL E DISTRIBUIDORA LTDA.,Tapeçaria e decoração
2770,COMERCIO DE UTENSILIOS MULTI-USO LTDA,Limpeza e higiene
2770,COMERCIO DE UTENSILIOS MULTI-USO LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2771,TANIA DE FÁTIMA GOZZO -ME,Médico-hospitalar
2771,TANIA DE FÁTIMA GOZZO -ME,Segurança e proteção
2771,TANIA DE FÁTIMA GOZZO -ME,Uniformes
2772,Tintas Famosas Comercio de tintas Ltda,Material para pintura
2773,M.M. Sá Comercio e Repres. LTDA,Audiovisual
2773,M.M. Sá Comercio e Repres. LTDA,Copa e cozinha
2773,M.M. Sá Comercio e Repres. LTDA,Eletrodomésticos
2773,M.M. Sá Comercio e Repres. LTDA,Ferragens e ferramentas
2773,M.M. Sá Comercio e Repres. LTDA,Informática (acessórios e equipamentos)
2773,M.M. Sá Comercio e Repres. LTDA,Informática (softwares)
2773,M.M. Sá Comercio e Repres. LTDA,Material elétrico
2773,M.M. Sá Comercio e Repres. LTDA,Material hidráulico
2773,M.M. Sá Comercio e Repres. LTDA,Material para construção
2773,M.M. Sá Comercio e Repres. LTDA,Refrigeração
2773,M.M. Sá Comercio e Repres. LTDA,Segurança e proteção
2773,M.M. Sá Comercio e Repres. LTDA,Telecomunicações
2774,GUIMAR MAGAZINE LTDA,Mobiliário
2774,GUIMAR MAGAZINE LTDA,Tapeçaria e decoração
2775,JOSÉ AUGUSTO ZABALETA IRIGON,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
2776,MICROSTART COMÉRCIO DE SUPRIMENTOS PARA INFORMÁTICA LTDA-EPP,Audiovisual
2776,MICROSTART COMÉRCIO DE SUPRIMENTOS PARA INFORMÁTICA LTDA-EPP,Eletrodomésticos
2776,MICROSTART COMÉRCIO DE SUPRIMENTOS PARA INFORMÁTICA LTDA-EPP,Informática (acessórios e equipamentos)
2776,MICROSTART COMÉRCIO DE SUPRIMENTOS PARA INFORMÁTICA LTDA-EPP,Informática (suprimentos)
2777,RODITEC RODIZIOS E CARRINHOS INDUSTRIAIS LTDA,Ferragens e ferramentas
2777,RODITEC RODIZIOS E CARRINHOS INDUSTRIAIS LTDA,Materiais e equipamentos para movimentação de carga
2778,MARCELO MOURAO ME,Limpeza e higiene
2778,MARCELO MOURAO ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2778,MARCELO MOURAO ME,Produtos químicos
2779,COMERCIAL DE MADEIRAS RISSO LTDA,Ferragens e ferramentas
2779,COMERCIAL DE MADEIRAS RISSO LTDA,Madeiras
2779,COMERCIAL DE MADEIRAS RISSO LTDA,Material elétrico
2779,COMERCIAL DE MADEIRAS RISSO LTDA,Material hidráulico
2779,COMERCIAL DE MADEIRAS RISSO LTDA,Material para construção
2779,COMERCIAL DE MADEIRAS RISSO LTDA,Material para pintura
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Audiovisual
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Carimbos
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Chaveiro
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Copa e cozinha
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Eletrodomésticos
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Encadernação de livros/revistas
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Material de escritório e desenho (papelaria)
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Informática (acessórios e equipamentos)
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Informática (suprimentos)
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Limpeza e higiene
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Livros
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Madeiras
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Material e equipamento gráfico
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Mobiliário
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Papéis e cartões
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Produtos químicos
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Refrigeração
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Serviço de áudio e vídeo
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Tapeçaria e decoração
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Telecomunicações
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Uniformes
2782,UNIC CENTRAL DISTRIBUIDORA DE MATERIAIS LTDA,Vidraçaria
2783,Di CONSTAN COMERCIAL LTDA EPP,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
2784,DPS GONÇALVES INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA. EPP,Gêneros alimentícios
2785,Ulisses Ricardo Pinto,Refrigeração
2786,SUPERSET REPROGRAFIA & OFFSET LTDA - EPP,Material e equipamento gráfico
2786,SUPERSET REPROGRAFIA & OFFSET LTDA - EPP,Serviço gráfico (afiação de faca gráfica)
2787,Maria Isabel Gandolfi Donadi Exp. Imp. - ME,Médico-hospitalar
2787,Maria Isabel Gandolfi Donadi Exp. Imp. - ME,Mobiliário
2788,MIXPRO PRODUTOS PARA INFORMATICA LTDA - ME,Audiovisual
2788,MIXPRO PRODUTOS PARA INFORMATICA LTDA - ME,Informática (acessórios e equipamentos)
2788,MIXPRO PRODUTOS PARA INFORMATICA LTDA - ME,Informática (softwares)
2788,MIXPRO PRODUTOS PARA INFORMATICA LTDA - ME,Informática (suprimentos)
2789,Bortolini Indústria de Móveis Ltda.,Mobiliário
2790,Conquista Comercial de Produtos de Limpeza Ltda - ME,Copa e cozinha
2790,Conquista Comercial de Produtos de Limpeza Ltda - ME,Gêneros alimentícios
2790,Conquista Comercial de Produtos de Limpeza Ltda - ME,Limpeza e higiene
2790,Conquista Comercial de Produtos de Limpeza Ltda - ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2791,Damaris Comércio de Móveis e Eletro-Eletrônicos Ltda ME,Eletrodomésticos
2791,Damaris Comércio de Móveis e Eletro-Eletrônicos Ltda ME,Material elétrico
2791,Damaris Comércio de Móveis e Eletro-Eletrônicos Ltda ME,Mobiliário
2791,Damaris Comércio de Móveis e Eletro-Eletrônicos Ltda ME,Refrigeração
2792,F.F.Faria Paulilo ME,Mobiliário
2793,J.H. GABELLINE MAT.CONST.LTDA,Material para pintura
2794,WALDEREZ MAGALI SCHIAVON DE OLIVEIRA-EPP,Mobiliário
2794,WALDEREZ MAGALI SCHIAVON DE OLIVEIRA-EPP,Serviço de serralheria
2794,WALDEREZ MAGALI SCHIAVON DE OLIVEIRA-EPP,Tapeçaria e decoração
2794,WALDEREZ MAGALI SCHIAVON DE OLIVEIRA-EPP,Vidraçaria
2795,COMETA MATERIAIS ELÉTRICOS LTDA-EPP,Ferragens e ferramentas
2795,COMETA MATERIAIS ELÉTRICOS LTDA-EPP,Material elétrico
2795,COMETA MATERIAIS ELÉTRICOS LTDA-EPP,Material hidráulico
2796,"L & T INTERIORES, COMÉRCIO DE MÓVEIS LTDA.",Madeiras
2796,"L & T INTERIORES, COMÉRCIO DE MÓVEIS LTDA.",Mobiliário
2796,"L & T INTERIORES, COMÉRCIO DE MÓVEIS LTDA.",Obras e serviços na construção civil
2796,"L & T INTERIORES, COMÉRCIO DE MÓVEIS LTDA.",Serviço de serralheria
2796,"L & T INTERIORES, COMÉRCIO DE MÓVEIS LTDA.",Tapeçaria e decoração
2797,ETIL COMERCIO DE MATERIAL ELETRICO LTDA,Material elétrico
2797,ETIL COMERCIO DE MATERIAL ELETRICO LTDA,Segurança e proteção
2798,NICMA MATERIAIS DE ACABAMENTO LTDA,Material para construção
2799,FUNARI E FUNARI INDÚSTRIA DE MÓVEIS DE AÇO LTDA EPP,Mobiliário
2800,PAULO SERGIO DEZEN-ME,Carimbos
2800,PAULO SERGIO DEZEN-ME,Chaveiro
2801,GRÁFICA CART EDITORA LTDA. - ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2801,GRÁFICA CART EDITORA LTDA. - ME,Impressão gráfica
2801,GRÁFICA CART EDITORA LTDA. - ME,Jornais e revistas
2801,GRÁFICA CART EDITORA LTDA. - ME,Livros
2801,GRÁFICA CART EDITORA LTDA. - ME,Papéis e cartões
2802,Tachinartes Papelaria em Geral Ltda ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2802,Tachinartes Papelaria em Geral Ltda ME,Impressão gráfica
2804,Stock Mobile Comércio de Móveis Ltda,Eletrodomésticos
2804,Stock Mobile Comércio de Móveis Ltda,Informática (suprimentos)
2804,Stock Mobile Comércio de Móveis Ltda,Mobiliário
