nid,title,ramo
3775,forroplac forros divisorias e eps ltad epp,Obras e serviços na construção civil
3777,ARK TEC GUARDA DE DOCUMENTOS,Digitalização de textos
3777,ARK TEC GUARDA DE DOCUMENTOS,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3777,ARK TEC GUARDA DE DOCUMENTOS,Informática (acessórios e equipamentos)
3777,ARK TEC GUARDA DE DOCUMENTOS,Informática (softwares)
3777,ARK TEC GUARDA DE DOCUMENTOS,Informática (suprimentos)
3780,AWI INFORMATICA EIRELI - EPP,Informática (acessórios e equipamentos)
3780,AWI INFORMATICA EIRELI - EPP,Informática (softwares)
3780,AWI INFORMATICA EIRELI - EPP,Informática (suprimentos)
3781,Renato Pinhas Valério ME,Obras e serviços na construção civil
3786,Area Distribuidora de Material Elétrico Ltda,Material elétrico
3788,MULT COLD Instalações e Montagens Ltda,Refrigeração
3789,POMPTUR POMPEIA TURISMO LIMITADA,Transportes
3791,AWI INFORMATICA EIRELI - EPP,Informática (acessórios e equipamentos)
3791,AWI INFORMATICA EIRELI - EPP,Informática (softwares)
3791,AWI INFORMATICA EIRELI - EPP,Informática (suprimentos)
3794,Antonio Casuza dos Santos,Médico-hospitalar
3794,Antonio Casuza dos Santos,Uniformes
3795,Kore Comercial Ltda EPP,Audiovisual
3795,Kore Comercial Ltda EPP,Informática (acessórios e equipamentos)
3795,Kore Comercial Ltda EPP,Informática (suprimentos)
3795,Kore Comercial Ltda EPP,Segurança e proteção
3795,Kore Comercial Ltda EPP,Segurança e proteção - EPI
3795,Kore Comercial Ltda EPP,Serviço de áudio e vídeo
3796,Rafaela Oliveira Da Silva Ramos - ME,Mobiliário
3796,Rafaela Oliveira Da Silva Ramos - ME,Mobiliário (móveis de aço)
3796,Rafaela Oliveira Da Silva Ramos - ME,Serviço de marcenaria
3796,Rafaela Oliveira Da Silva Ramos - ME,Tapeçaria e decoração
3797,CMN TWO LAVANDERIA LTDA. - ME,Limpeza e higiene
3798,Franco e Martines Moveis e Equipamentos para escritorio ltda me,Arquivos deslizantes
3798,Franco e Martines Moveis e Equipamentos para escritorio ltda me,Mobiliário
3798,Franco e Martines Moveis e Equipamentos para escritorio ltda me,Mobiliário (móveis de aço)
3798,Franco e Martines Moveis e Equipamentos para escritorio ltda me,Tapeçaria e decoração
3799,IMPAKTO SISTEMAS DE LIMPEZA E DESCARTAVEIS LTDA,Limpeza e higiene
3799,IMPAKTO SISTEMAS DE LIMPEZA E DESCARTAVEIS LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3799,IMPAKTO SISTEMAS DE LIMPEZA E DESCARTAVEIS LTDA,Produtos químicos
3802,CINEFLEX INDÚSTRIA DE PRODUTOS VISUAIS EIRELI - EPP,Audiovisual
3803,CINEFLEX INDÚSTRIA DE PRODUTOS VISUAIS EIRELI - EPP,Audiovisual
3805,Garcia gomes varejista Ltda. me,Copa e cozinha
3805,Garcia gomes varejista Ltda. me,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3805,Garcia gomes varejista Ltda. me,Eletrodomésticos
3805,Garcia gomes varejista Ltda. me,Ferragens e ferramentas
3805,Garcia gomes varejista Ltda. me,Gêneros alimentícios
3805,Garcia gomes varejista Ltda. me,Lacres e etiquetas
3805,Garcia gomes varejista Ltda. me,Limpeza e higiene
3805,Garcia gomes varejista Ltda. me,Madeiras
3805,Garcia gomes varejista Ltda. me,Materiais e equipamentos para movimentação de carga
3805,Garcia gomes varejista Ltda. me,Material de escritório e desenho (papelaria)
3805,Garcia gomes varejista Ltda. me,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3805,Garcia gomes varejista Ltda. me,Material elétrico
3805,Garcia gomes varejista Ltda. me,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3805,Garcia gomes varejista Ltda. me,Material hidráulico
3805,Garcia gomes varejista Ltda. me,Material para construção
3805,Garcia gomes varejista Ltda. me,"Material para eventos (sacola, caneta, chaveiro e outros)"
3805,Garcia gomes varejista Ltda. me,Material para pintura
3805,Garcia gomes varejista Ltda. me,Médico-hospitalar
3805,Garcia gomes varejista Ltda. me,Mobiliário
3805,Garcia gomes varejista Ltda. me,Mobiliário (móveis de aço)
3805,Garcia gomes varejista Ltda. me,Obras e serviços na construção civil
3805,Garcia gomes varejista Ltda. me,Produtos químicos
3805,Garcia gomes varejista Ltda. me,Serviço de áudio e vídeo
3805,Garcia gomes varejista Ltda. me,Vidraçaria
3807,marco antonio santana epp,Acessibilidade
3807,marco antonio santana epp,Carimbos
3807,marco antonio santana epp,Chaveiro
3807,marco antonio santana epp,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3807,marco antonio santana epp,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3807,marco antonio santana epp,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3807,marco antonio santana epp,Ferragens e ferramentas
3807,marco antonio santana epp,Impressão gráfica
3807,marco antonio santana epp,Informática (acessórios e equipamentos)
3807,marco antonio santana epp,Informática (suprimentos)
3807,marco antonio santana epp,Limpeza e higiene
3807,marco antonio santana epp,Madeiras
3807,marco antonio santana epp,Materiais e equipamentos para movimentação de carga
3807,marco antonio santana epp,Material de escritório e desenho (papelaria)
3807,marco antonio santana epp,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3807,marco antonio santana epp,Material e equipamento de laboratório
3807,marco antonio santana epp,Material e equipamento gráfico
3807,marco antonio santana epp,Material elétrico
3807,marco antonio santana epp,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3807,marco antonio santana epp,Material hidráulico
3807,marco antonio santana epp,Material para construção
3807,marco antonio santana epp,Material para pintura
3807,marco antonio santana epp,Médico-hospitalar
3807,marco antonio santana epp,Mobiliário
3807,marco antonio santana epp,Mobiliário (móveis de aço)
3807,marco antonio santana epp,Obras e serviços na construção civil
3807,marco antonio santana epp,"Plantas, mudas e insumos"
3807,marco antonio santana epp,Serviço de marcenaria
3807,marco antonio santana epp,"Serviço de publicidade, propaganda e comunicação"
3807,marco antonio santana epp,Serviço de serralheria
3807,marco antonio santana epp,Tapeçaria e decoração
3807,marco antonio santana epp,Telecomunicações
3807,marco antonio santana epp,Uniformes
3807,marco antonio santana epp,Vidraçaria
3808,DELCHIP COMERCIO DE COMPONENTES ELETRONICOS – EIRELI - ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3809,Mega Clean Materiais de Limpeza Eireli - ME,Limpeza e higiene
3809,Mega Clean Materiais de Limpeza Eireli - ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3812,MARCUS LUIZ SANTOS SIMEI MEI,Carimbos
3812,MARCUS LUIZ SANTOS SIMEI MEI,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3812,MARCUS LUIZ SANTOS SIMEI MEI,Copa e cozinha
3812,MARCUS LUIZ SANTOS SIMEI MEI,Eletrodomésticos
3812,MARCUS LUIZ SANTOS SIMEI MEI,Encadernação de livros/revistas
3812,MARCUS LUIZ SANTOS SIMEI MEI,Ferragens e ferramentas
3812,MARCUS LUIZ SANTOS SIMEI MEI,Gêneros alimentícios
3812,MARCUS LUIZ SANTOS SIMEI MEI,Impressão gráfica
3812,MARCUS LUIZ SANTOS SIMEI MEI,Informática (acessórios e equipamentos)
3812,MARCUS LUIZ SANTOS SIMEI MEI,Informática (suprimentos)
3812,MARCUS LUIZ SANTOS SIMEI MEI,Lacres e etiquetas
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material de escritório e desenho (papelaria)
3812,MARCUS LUIZ SANTOS SIMEI MEI,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material e equipamento de laboratório
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material e equipamento gráfico
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material elétrico
3812,MARCUS LUIZ SANTOS SIMEI MEI,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material hidráulico
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material para construção
3812,MARCUS LUIZ SANTOS SIMEI MEI,"Material para eventos (sacola, caneta, chaveiro e outros)"
3812,MARCUS LUIZ SANTOS SIMEI MEI,Material para pintura
3812,MARCUS LUIZ SANTOS SIMEI MEI,Médico-hospitalar
3812,MARCUS LUIZ SANTOS SIMEI MEI,Papéis e cartões
3812,MARCUS LUIZ SANTOS SIMEI MEI,Refrigeração
3812,MARCUS LUIZ SANTOS SIMEI MEI,Segurança e proteção - EPI
3814,MARFLY Viagens e Turismo Ltda.,Hospedagem
3814,MARFLY Viagens e Turismo Ltda.,Organização de eventos e buffet
3814,MARFLY Viagens e Turismo Ltda.,Transportes
3816,FERNANDO DE LIMA DOS SANTOS - ME,Copa e cozinha
3816,FERNANDO DE LIMA DOS SANTOS - ME,Eletrodomésticos
3816,FERNANDO DE LIMA DOS SANTOS - ME,Limpeza e higiene
3819,TYPE BRASIL QUALIDADE EM GRÁFICA E EDITORA LTDA,Impressão gráfica
3820,Maxel Materiais Elétricos Ltda,Ferragens e ferramentas
3820,Maxel Materiais Elétricos Ltda,Material elétrico
3820,Maxel Materiais Elétricos Ltda,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3820,Maxel Materiais Elétricos Ltda,Segurança e proteção
3820,Maxel Materiais Elétricos Ltda,Segurança e proteção - EPI
3821,CONTROLTEC CONTROLADORA DE PRAGAS URBANAS LTDA - ME,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3821,CONTROLTEC CONTROLADORA DE PRAGAS URBANAS LTDA - ME,Limpeza e higiene
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Copa e cozinha
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Informática (suprimentos)
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Limpeza e higiene
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Material de escritório e desenho (papelaria)
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Médico-hospitalar
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Papéis e cartões
3823,DIFERENCIAL SUPRIMENTOS E DESCARTAVEIS EIRELI ME,Segurança e proteção
3824,Crossfox comercio de condutores eletricos Ltda.,Material elétrico
3824,Crossfox comercio de condutores eletricos Ltda.,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3825,YVI INFORMÁTICA AUDIO E VIDEO EIRELI ME,Audiovisual
3825,YVI INFORMÁTICA AUDIO E VIDEO EIRELI ME,Informática (acessórios e equipamentos)
3825,YVI INFORMÁTICA AUDIO E VIDEO EIRELI ME,Informática (suprimentos)
3825,YVI INFORMÁTICA AUDIO E VIDEO EIRELI ME,Material de escritório e desenho (papelaria)
3825,YVI INFORMÁTICA AUDIO E VIDEO EIRELI ME,Material elétrico
3825,YVI INFORMÁTICA AUDIO E VIDEO EIRELI ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3826,Caren Roque Floret 36051698809,Informática (suprimentos)
3826,Caren Roque Floret 36051698809,Papéis e cartões
3827,MAIA & SATEL TRANSPORTES FRETAMENTO E TURISMO LTDA,Transportes
3832,RCM Consultoria Empresarial LTDA,Acessibilidade
3832,RCM Consultoria Empresarial LTDA,Serviço de revisão de textos acadêmicos
3832,RCM Consultoria Empresarial LTDA,Tradução de textos
3832,RCM Consultoria Empresarial LTDA,Tradução simultânea
3837,Suely Aparecida Bibiano Sampaio Santos 69708746800,Transportes
3847,planeta mix,Copa e cozinha
3847,planeta mix,Eletrodomésticos
3847,planeta mix,Ferragens e ferramentas
3847,planeta mix,Informática (acessórios e equipamentos)
3847,planeta mix,Informática (softwares)
3847,planeta mix,Informática (suprimentos)
3847,planeta mix,Material de escritório e desenho (papelaria)
3847,planeta mix,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3847,planeta mix,Material elétrico
3847,planeta mix,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3847,planeta mix,Material hidráulico
3847,planeta mix,Material para pintura
3847,planeta mix,Uniformes
3849,PIRA BRONZE INDUSTRIA E COMERCIO LTDA,Material hidráulico
3854,ANNA CAROLINA GUIRRO SANTOS,Eletrodomésticos
3854,ANNA CAROLINA GUIRRO SANTOS,Informática (acessórios e equipamentos)
3854,ANNA CAROLINA GUIRRO SANTOS,Informática (softwares)
3854,ANNA CAROLINA GUIRRO SANTOS,Informática (suprimentos)
3854,ANNA CAROLINA GUIRRO SANTOS,Material de escritório e desenho (papelaria)
3854,ANNA CAROLINA GUIRRO SANTOS,Material elétrico
3854,ANNA CAROLINA GUIRRO SANTOS,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3855,Arte&Forma Gesso e Decorações LTDA ME,Obras e serviços na construção civil
3859,Voxel Artes Gráficas e Editora Ltda,Impressão gráfica
3860,SUPER LACRE Industria e Comércio Ltda,Lacres e etiquetas
3862,JC BARBOZA CONSTRUÇÕES,Obras e serviços na construção civil
3870,Ana Karoline Ormeni Gaspar - ME,Audiovisual
3870,Ana Karoline Ormeni Gaspar - ME,Copa e cozinha
3870,Ana Karoline Ormeni Gaspar - ME,Eletrodomésticos
3870,Ana Karoline Ormeni Gaspar - ME,Ferragens e ferramentas
3870,Ana Karoline Ormeni Gaspar - ME,Informática (acessórios e equipamentos)
3870,Ana Karoline Ormeni Gaspar - ME,Limpeza e higiene
3870,Ana Karoline Ormeni Gaspar - ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3870,Ana Karoline Ormeni Gaspar - ME,Material elétrico
3870,Ana Karoline Ormeni Gaspar - ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3870,Ana Karoline Ormeni Gaspar - ME,Material para pintura
3870,Ana Karoline Ormeni Gaspar - ME,Segurança e proteção - EPI
3870,Ana Karoline Ormeni Gaspar - ME,Serviço de áudio e vídeo
3870,Ana Karoline Ormeni Gaspar - ME,Serviço gráfico (manutenção de máquinas e equipamentos)
3870,Ana Karoline Ormeni Gaspar - ME,Telecomunicações
3871,Ivanilson Sena da Silva,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3871,Ivanilson Sena da Silva,Obras e serviços na construção civil
3872,Novapersi Comercio e Manutenção de Persianas Ltda,Tapeçaria e decoração
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Limpeza e higiene
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Material elétrico
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Material hidráulico
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Material para construção
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Material para pintura
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Obras e serviços na construção civil
3874,IMPERJA CONSTRUÇÕES REFORMAS E MANUTENÇÕES EM GERAL LTDA ME,Segurança e proteção - EPI
3875,Ideal Bebedouros e Refrigeração Ltda,Refrigeração
3876,PAULO KOITI MASAOKA - EPP,Material elétrico
3876,PAULO KOITI MASAOKA - EPP,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3876,PAULO KOITI MASAOKA - EPP,Obras e serviços na construção civil
3877,Mestre Marceneiro Ltda,Arquivos deslizantes
3877,Mestre Marceneiro Ltda,Ferragens e ferramentas
3877,Mestre Marceneiro Ltda,Madeiras
3878,"MACS COMERCIO, EXPORTAÇÃO E SERVIÇOS LTDA",Obras e serviços na construção civil
3881,Luis Antonio de Oliveira,Mobiliário
3881,Luis Antonio de Oliveira,Mobiliário (móveis de aço)
3881,Luis Antonio de Oliveira,Tapeçaria e decoração
3887,Filtros Curitiba Ltda - ME,Material hidráulico
3889,VS. IND. COM. DISTR. IMPORT  EIRELI,Material elétrico
3889,VS. IND. COM. DISTR. IMPORT  EIRELI,Serviço gráfico (manutenção de máquinas e equipamentos)
3890,Supri Express Comércio Ltda.,Informática (acessórios e equipamentos)
3890,Supri Express Comércio Ltda.,Informática (softwares)
3890,Supri Express Comércio Ltda.,Informática (suprimentos)
3890,Supri Express Comércio Ltda.,Limpeza e higiene
3890,Supri Express Comércio Ltda.,Material de escritório e desenho (papelaria)
3890,Supri Express Comércio Ltda.,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3891,Essen Serviços,Obras e serviços na construção civil
3891,Essen Serviços,Refrigeração
3891,Essen Serviços,Serviço de marcenaria
3891,Essen Serviços,Serviço de serralheria
3892,EB CATTANEO COMERCIO DE TINTAS-ME,Material para pintura
3893,Pneus Albuquerque Ltda,Veículos (peças e acessórios)
3895,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Copa e cozinha
3895,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Limpeza e higiene
3895,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3895,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Médico-hospitalar
3895,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Produtos químicos
3895,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Segurança e proteção - EPI
3896,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Copa e cozinha
3896,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Limpeza e higiene
3896,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3896,HD SISTEMAS DE LIMPEZA E DESCARTAVEIS,Produtos químicos
3900,Disa soluções de engenharia e Consultoria Ltda - ME,Obras e serviços na construção civil
3903,simoar Ar Condicionado EPP Ltda,Refrigeração
3905,PROSERVIÇOS GERENCIAMENTO EMPRESARIAL EIRELI EPP,Copa e cozinha
3905,PROSERVIÇOS GERENCIAMENTO EMPRESARIAL EIRELI EPP,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3905,PROSERVIÇOS GERENCIAMENTO EMPRESARIAL EIRELI EPP,Limpeza e higiene
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Copa e cozinha
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Cursos e treinamentos
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Elevadores
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Ferragens e ferramentas
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Limpeza e higiene
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Segurança e proteção
3906,SERVSUL TERCERIZAÇÃO DE SERVIÇOS LTDA,Segurança e proteção - EPI
3907,GSB REFORMAS E CONSTRUÇÕES LTDA,Acessibilidade
3907,GSB REFORMAS E CONSTRUÇÕES LTDA,Obras e serviços na construção civil
3908,RE IMOVEIS EMPREENDIMENTOS IMOBILIARIOS LTDA,Madeiras
3908,RE IMOVEIS EMPREENDIMENTOS IMOBILIARIOS LTDA,Obras e serviços na construção civil
3908,RE IMOVEIS EMPREENDIMENTOS IMOBILIARIOS LTDA,Serviço de marcenaria
3908,RE IMOVEIS EMPREENDIMENTOS IMOBILIARIOS LTDA,Serviço de serralheria
3909,KVM COMERCIAL E INFORMATICA LTDA,Audiovisual
3909,KVM COMERCIAL E INFORMATICA LTDA,Informática (acessórios e equipamentos)
3909,KVM COMERCIAL E INFORMATICA LTDA,Informática (softwares)
3909,KVM COMERCIAL E INFORMATICA LTDA,Informática (suprimentos)
3909,KVM COMERCIAL E INFORMATICA LTDA,Serviço de áudio e vídeo
3910,"ZIELTEC BRASIL TELECOMUNICAÇÕES, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS DE TELEFONIA E INFORMÁTICA LTDA",Informática (acessórios e equipamentos)
3910,"ZIELTEC BRASIL TELECOMUNICAÇÕES, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS DE TELEFONIA E INFORMÁTICA LTDA",Material elétrico
3910,"ZIELTEC BRASIL TELECOMUNICAÇÕES, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS DE TELEFONIA E INFORMÁTICA LTDA",Segurança e proteção
3910,"ZIELTEC BRASIL TELECOMUNICAÇÕES, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS DE TELEFONIA E INFORMÁTICA LTDA",Telecomunicações
3911,SAFETY SISTEMAS CONTRA INCÊNDIO EIRELI,Segurança e proteção
3912,WALTER ANTONIO LABA SOLUCOES EM INFORMATICA ME,Cursos e treinamentos
3912,WALTER ANTONIO LABA SOLUCOES EM INFORMATICA ME,Informática (acessórios e equipamentos)
